t,f_05,f_1,f_2,f_5,f_10,f_20,f_50
0.0921843687374749,250561.688146192,125293.360473021,62663.4916765287,25084.6058663003,12569.3681451291,6311.61959200971,2504.91132039084
0.0925851703406814,250331.730042761,125179.969523558,62570.8108512577,25061.9453957804,12562.0374605522,6321.61623193286,2539.19522683261
0.0929859719438878,250374.370357012,125191.966242746,62571.0946894092,25030.3079948054,12530.2069939898,6330.11625602786,2466.28496904964
0.0933867735470942,250130.363277083,125063.67641991,62537.7090129129,25030.8896668517,12518.5374737407,6344.99585558445,2460.62560753025
0.0937875751503006,249605.752114236,124826.556750073,62414.5883199578,25017.4040490879,12510.536925889,6360.27648717251,2473.88940338941
0.094188376753507,250237.627475657,125111.114089368,62524.533241181,24959.8891890126,12512.2524883381,6358.82754544446,2489.42498710277
0.0945891783567134,250234.895770638,125116.602283468,62534.6579851459,25019.628628862,12489.8621750966,6320.47035973916,2490.23005491005
0.0949899799599199,250300.548558098,125141.452640677,62533.1028704867,25011.0382633156,12494.2957888879,6309.01697399912,2473.84336952759
0.0953907815631263,250425.360472478,125198.229935838,62547.5468652658,25028.5200336031,12512.4950632654,6315.17498755103,2485.93073808473
0.0957915831663327,250562.311851558,125271.930091662,62567.3063913388,25039.1898028784,12512.5,6303.83388401067,2499.79173585621
0.0961923847695391,250724.887942524,125355.783957887,62612.1667180245,25031.6730693747,12511.1001087685,6275.09401746288,2487.53094545468
0.0965931863727455,245583.600206152,122248.121747676,61001.1845546203,25072.5243736315,12532.3651079813,6298.23886245514,2496.67928437649
0.0969939879759519,250665.746955495,125311.015970396,62616.7955990252,24604.7906456493,12548.8315076913,6294.47093313794,2513.13218667754
0.0973947895791583,250835.26790053,125426.174142324,62651.1579634201,25046.104797304,12250.4012756144,6289.83456884132,2505.59608516998
0.0977955911823647,251061.109003213,125533.165296552,62733.7062491677,25070.6898355689,12515.7014804365,6302.42943311107,2519.9864921153
0.0981963927855711,251149.70462663,125601.470250849,62767.7251552567,25108.6058812773,12531.3656385138,6300.96285086524,2527.97321360446
